시도,시군구,월,PM25,PM10,SO2,O3,NO2,CO,평균기온(℃),평균최고기온(℃),최고기온(℃),평균최저기온(℃),최저기온(℃),강수량(mm),일최다강수량(mm),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),최대순간풍속(m/s),최대순간풍속풍향(deg),일조합(hr),일조율(%),평균습도(%rh),최저습도(%rh)
강원특별자치도,춘천,201809,11,20,0.003,0.025,0.009,0.4,19.6,25.3,29.1,15,8.3,127.5,73.9,1.5,5.6,250,9.7,250,207.8,55.67,76,29
강원특별자치도,춘천,201810,14,27,0.003,0.017,0.017,0.4,10.9,17.5,24.3,5.8,-2.4,63.5,47.9,1.2,6.8,340,11,340,188.7,54.21,77,26
강원특별자치도,춘천,201811,27,44,0.003,0.012,0.026,0.6,5.6,11.7,18.8,1.2,-6.6,16.8,7.6,1,6.2,230,11.2,200,134.3,44.05,77,19
강원특별자치도,춘천,201812,25,49,0.004,0.011,0.027,0.7,-2.8,3.3,11.6,-7.8,-16.4,1.3,0.6,1.1,6,320,11,270,178.8,60.02,64,14
강원특별자치도,춘천,201901,35,75,0.005,0.015,0.031,0.9,-3.5,4.1,8,-9.8,-14.1,29,18.5,1.1,6.3,270,10.9,290,210.4,68.74,59,15
강원특별자치도,춘천,201902,31,62,0.004,0.022,0.021,0.7,0,6.4,14.1,-5.8,-13.2,38.7,16.4,1.2,5.4,340,11.2,340,193.9,64.21,60,18
강원특별자치도,춘천,201903,37,66,0.003,0.032,0.019,0.6,5.7,12.5,18.7,-0.8,-6.7,49.4,16.1,1.5,7.1,270,13.6,320,187.9,50.72,62,12
강원특별자치도,춘천,201904,16,39,0.002,0.037,0.014,0.4,11.3,18.3,28.4,4.5,-4.8,27.1,15.1,1.6,5.9,250,10.6,250,201.2,50.92,59,9
강원특별자치도,춘천,201905,24,49,0.003,0.054,0.013,0.4,19,26.5,33.5,11.4,4,76.4,24.6,1.7,7,230,12.8,270,309.1,70.12,55,9
강원특별자치도,춘천,201906,17,31,0.002,0.044,0.01,0.3,22.1,28,32.9,16.8,11.8,238.6,72,1.5,6.6,360,10.9,70,249.3,56.29,70,22
강원특별자치도,춘천,201907,14,25,0.002,0.036,0.006,0.3,25.6,29.9,36.3,22,16.4,192.3,68.8,1.5,6.2,70,10.4,70,158.7,35.29,76,22
강원특별자치도,춘천,201908,13,27,0.002,0.03,0.006,0.4,26.2,31.2,36.3,22.3,17.1,142.6,50.1,1.4,5,50,9.2,250,238.5,56.5,78,31
강원특별자치도,춘천,201909,8,20,0.002,0.023,0.008,0.4,21.3,26.4,32.1,17.6,13.1,50.3,20.7,1.3,9.3,200,19.5,180,126.6,33.87,79,28
강원특별자치도,춘천,201910,13,31,0.003,0.021,0.012,0.4,14.7,20.6,26.7,9.9,1.9,63.1,30.8,1.2,5.8,340,9.1,50,183,52.56,76,32
강원특별자치도,춘천,201911,21,45,0.003,0.013,0.023,0.6,5.6,11.6,19.7,1,-6.4,14.4,4.6,0.9,5.7,230,8.6,250,160.2,52.51,74,17
강원특별자치도,춘천,201912,30,47,0.003,0.013,0.023,0.7,-0.1,4.4,9.7,-4.1,-12.3,80,58.2,1,6.3,250,9.7,320,130,43.67,72,10
강원특별자치도,춘천,202001,31,45,0.003,0.016,0.021,0.7,-0.1,5.7,11.2,-4.6,-9.5,54.2,24.8,1.1,5.7,50,8.8,20,167.7,54.8,70,22
강원특별자치도,춘천,202002,29,42,0.003,0.023,0.019,0.6,1.4,7.2,14.5,-3.8,-13,13.8,10.3,1.3,7,250,10.6,230,174.7,55.8,67,19
강원특별자치도,춘천,202003,25,42,0.002,0.032,0.015,0.5,7,13.9,21.5,0.1,-5.6,14.4,9.3,1.5,8.4,250,14.6,250,235.7,63.43,55,10
강원특별자치도,춘천,202004,20,43,0.002,0.042,0.01,0.4,10.5,17.5,24.3,3.2,-3,118.3,36.4,1.9,7.5,250,12.5,250,267.1,67.4,51,11
강원특별자치도,춘천,202005,16,30,0.002,0.038,0.008,0.3,18.1,23.8,30.1,12.9,6,75.8,46.3,1.6,6.6,250,13.3,250,208.9,47.34,68,10
강원특별자치도,춘천,202006,19,37,0.002,0.049,0.007,0.4,24.2,29.8,36.4,19.2,14.7,174.3,63,1.7,6.5,360,10.3,340,241.9,54.62,67,22
강원특별자치도,춘천,202007,9,17,0.002,0.031,0.005,0.4,23.8,28.1,33,20.1,17,773.7,178.7,1.5,5.5,360,8.2,20,150.5,33.49,76,26
강원특별자치도,춘천,202008,10,18,0.002,0.022,0.005,0.4,26.1,29.5,34.6,23.6,21.4,157.2,44.5,1.3,6,180,11.4,180,101.1,24.01,84,49
강원특별자치도,춘천,202009,10,17,0.002,0.027,0.005,0.4,19.7,24.8,30.8,15.8,10.4,0.1,0.1,1.5,7.2,230,11,230,166.9,44.79,78,27
강원특별자치도,춘천,202010,18,31,0.002,0.022,0.011,0.5,11.9,19.4,24.3,6.2,-1.9,84.2,72,1.1,5.9,70,9,50,210.9,60.67,73,13
강원특별자치도,춘천,202011,23,37,0.003,0.017,0.018,0.6,6.1,12.6,19.5,0.8,-7.7,4.9,4.5,1.2,6.6,290,9.7,180,176.5,58,68,8
강원특별자치도,춘천,202012,29,43,0.004,0.015,0.021,0.6,-2.7,3.8,10.5,-7.9,-17.2,17.7,4.5,1,5.7,250,9,270,182.6,61.36,65,18
강원특별자치도,춘천,202101,23,40,0.004,0.019,0.017,0.7,-4.7,1.5,12.6,-10.5,-21.9,6.6,2.6,1.2,9.2,270,14.5,250,171.3,55.87,65,17
강원특별자치도,춘천,202102,27,43,0.004,0.027,0.015,0.6,1.2,8,19.9,-5,-13.7,104.1,69.7,1.6,7,290,11.9,290,195.6,64.66,57,7
강원특별자치도,춘천,202103,25,55,0.003,0.034,0.013,0.5,7.8,14.8,23.5,1.8,-2.5,121.7,63.1,1.5,7.5,290,11.2,290,207.1,55.81,63,9
강원특별자치도,춘천,202104,17,41,0.002,0.041,0.009,0.4,13.1,19.9,29.2,6.7,2,172.3,69.1,1.6,8.6,270,11.5,250,224.3,56.67,57,12
강원특별자치도,춘천,202105,17,55,0.002,0.037,0.007,0.4,16.4,22.3,31.2,11,4.3,99.7,31.6,1.4,6.6,270,10.3,230,202.2,45.83,70,18
강원특별자치도,춘천,202106,15,26,0.002,0.038,0.006,0.3,22.3,27.7,33,17.8,12.5,169.5,41.4,1.5,4.9,360,8.9,230,207.7,46.9,74,28
강원특별자치도,춘천,202107,10,20,0.002,0.03,0.005,0.3,27.3,32.8,36.6,23.1,19.9,129.6,34.8,1.4,5.3,340,7.9,320,262.5,58.41,76,32
강원특별자치도,춘천,202108,9,20,0.002,0.031,0.005,0.4,24.9,29.5,34.3,21.5,17.4,106,38.3,1.5,5.9,340,8.4,340,158.6,37.63,79,38
강원특별자치도,춘천,202109,5,13,0.002,0.029,0.005,0.4,21.3,26.7,30.1,17.2,14.9,60.6,24.6,1.6,5.4,70,8.3,180,198.2,53.14,76,36
강원특별자치도,춘천,202110,10,21,0.002,0.021,0.009,0.4,14,20,28.5,9.5,-1.2,53,30.2,1.1,4.3,340,6.3,270,153.7,44.19,80,25
강원특별자치도,춘천,202111,24,40,0.003,0.019,0.016,0.6,6.3,12.8,20.6,1.2,-5.6,5.1,1.4,1.2,7,270,10.7,250,164.8,54.1,70,23
강원특별자치도,춘천,202112,22,33,0.003,0.017,0.018,0.6,-1.2,4.5,11.5,-6.2,-16.3,2.8,2.2,1.2,7.8,290,11,320,157.4,52.85,68,18
강원특별자치도,춘천,202201,29,40,0.003,0.019,0.021,0.7,-4.2,3,9,-10.4,-16.1,6.6,4.7,1,5.7,290,8.6,320,193.5,63.13,64,20
강원특별자치도,춘천,202202,24,35,0.003,0.034,0.015,0.5,-2.4,4.9,11.9,-9.5,-15.2,103,38.6,1.6,6.3,250,10.6,250,215.8,71.39,53,12
강원특별자치도,춘천,202203,20,36,0.002,0.036,0.014,0.5,6.6,13.2,19.3,0.3,-6.7,28.5,18.6,1.6,6.6,250,11.7,250,192.4,51.86,62,9
강원특별자치도,춘천,202204,17,37,0.002,0.051,0.01,0.3,14,21.6,30,6.5,-0.7,10.9,7.1,1.7,5.9,230,8.8,20,262.3,66.3,52,11
강원특별자치도,춘천,202205,14,29,0.002,0.055,0.008,0.3,18.1,25.3,31.2,10.8,3.8,402.5,138.9,1.7,6.3,250,10.7,250,302.9,68.68,57,14
강원특별자치도,춘천,202206,10,20,0.002,0.042,0.006,0.3,22.6,27.4,34.8,18.3,10.5,208.2,75.9,1.7,6.5,70,10.2,20,171,38.61,74,18
강원특별자치도,춘천,202207,8,19,0.002,0.031,0.006,0.3,26.6,31.3,35.3,23,20.4,491.7,110.2,1.3,5,90,7.7,50,187.3,41.67,84,43
강원특별자치도,춘천,202208,7,17,0.002,0.031,0.005,0.4,25.2,29,33.3,22.1,13.7,256.7,166.4,1.2,5.8,180,8.7,230,141.1,33.44,87,40
강원특별자치도,춘천,202209,8,20,0.002,0.029,0.007,0.2,20.5,26.7,31.2,15.8,7.9,137.3,102.9,1.5,6.4,20,8.7,250,199.4,53.42,81,34
강원특별자치도,춘천,202210,12,21,0.002,0.029,0.009,0.3,12.7,19.4,26.3,7.9,0.9,69.5,39.5,1.1,6.6,320,10.2,320,180.9,51.97,80,26
강원특별자치도,춘천,202211,18,32,0.002,0.019,0.016,0.5,7.5,14.7,21.4,1.8,-7.3,10.7,4.1,0.9,5.7,250,9,270,165.9,54.41,74,15
강원특별자치도,춘천,202212,20,35,0.003,0.018,0.02,0.6,-4.9,1.2,9.4,-10,-17.1,52.3,28.6,1.2,7.6,270,12.9,270,173.5,58.24,67,17
강원특별자치도,춘천,202301,24,39,0.0027,0.0188,0.0205,0.64,-4.1,2.2,9.1,-9.5,-20.1,1.1,1.1,1.2,5.8,290,11.3,270,161.4,52.71,71,20
강원특별자치도,춘천,202302,26,38,0.0026,0.0268,0.0187,0.52,0.3,6.9,12.9,-5.5,-10.1,9.3,6.9,1.3,6.7,250,11.2,230,194.6,64.44,62,13
강원특별자치도,춘천,202303,24,57,0.0022,0.0398,0.0154,0.47,8,16.3,24.9,0.1,-6.1,90.6,40.4,1.5,7.2,270,13.4,290,242,65.32,51,6
강원특별자치도,춘천,202304,15,55,0.0017,0.0431,0.0092,0.33,12.5,18.7,27.3,6.2,-1.5,115.6,41.7,1.8,7.8,270,15.2,340,174.4,44.12,58,9
강원특별자치도,춘천,202305,13,35,0.0018,0.0483,0.007,0.34,18,24.7,30.7,11.3,3.8,263.2,75.4,1.6,7.4,230,12.4,160,249.5,56.6,62,14
강원특별자치도,춘천,202306,10,23,0.0013,0.0453,0.0055,0.35,22.5,28.1,33.3,17.4,12.6,313.5,68,1.6,6.8,290,10.7,290,226.5,51.14,70,21
강원특별자치도,춘천,202307,9,25,0.0015,0.0331,0.0049,0.43,25.9,30.7,34.4,22.2,18.2,215.2,76.8,1.3,7.5,320,13.1,290,165.6,36.82,79,34
강원특별자치도,춘천,202308,6,18,0.0016,0.0294,0.0044,0.33,26,30.6,34.9,22.3,19.1,122.8,29.2,1.6,6.7,290,12.5,20,173.5,41.1,77,41
강원특별자치도,춘천,202309,6,19,0.0016,0.0273,0.0042,0.27,21.9,27.1,32.2,18.1,13.7,28.2,11.9,1.5,4.9,340,8.5,340,147.5,39.48,78,28
강원특별자치도,춘천,202310,11,23,0.0019,0.0245,0.0082,0.33,12.9,19.6,23.4,7.8,0.4,86.2,54.4,1.1,6.1,290,10.8,250,163.1,46.84,78,20
강원특별자치도,춘천,202311,15,27,0.0025,0.0242,0.0122,0.45,5.2,11.1,25.5,-0.2,-9,91.8,36.7,1.5,8,200,16.1,250,150.1,49.21,66,15
강원특별자치도,춘천,202312,19,32,0.0027,0.0231,0.0148,0.53,-0.8,4.6,16.4,-5.7,-15.7,9.3,4.5,1.4,7.3,250,12.4,250,130.4,43.8,72,23
강원특별자치도,춘천,202401,21,30,0.003,0.0246,0.0151,0.53,-2.1,3.5,11,-7.1,-16.1,54.3,18.1,1.3,6.4,200,11.1,340,157,51.31,68,16
강원특별자치도,춘천,202402,15,23,0.0022,0.0307,0.0106,0.41,2.1,7.8,17.3,-2.6,-7.4,44.3,18.8,1.5,6.2,50,10,20,112.8,36.02,72,28
강원특별자치도,태백,201902,24,41,0.004,0.038,0.012,0.4,-0.9,4.7,11.2,-6.3,-11.7,41,12.9,1.5,6,230,12.4,320,166,54.8,56,10
강원특별자치도,태백,201903,33,50,0.003,0.049,0.01,0.3,3.7,9.4,16.8,-1.7,-7.6,61,22.7,1.7,6.6,230,15.3,250,206.2,55.61,59,9
강원특별자치도,태백,201904,17,36,0.003,0.046,0.009,0.4,8.1,14.3,23.1,2.4,-4.5,24.2,12,1.6,7.4,70,14.9,340,191,48.44,60,9
강원특별자치도,태백,201905,25,42,0.003,0.062,0.008,0.3,16.3,23.1,31.3,8.9,-1.3,132.6,51.1,1.8,7.5,230,15.6,250,281.6,64.15,50,7
강원특별자치도,태백,201906,20,28,0.002,0.046,0.008,0.3,17.9,24,31.4,12.6,7.3,215.1,85.2,1.6,6.3,50,10.8,340,215.1,48.88,75,14
강원특별자치도,태백,201907,20,31,0.002,0.036,0.005,0.3,21.6,26,31.3,18.4,13.7,197.5,94.7,1.6,6.4,230,13.1,250,133.6,29.83,83,37
강원특별자치도,태백,201908,19,31,0.002,0.031,0.007,0.3,22.5,27.7,33,18.6,12.8,256.9,105.6,1.4,6.2,250,12.5,230,175.7,41.75,82,43
강원특별자치도,태백,201909,13,25,0.002,0.025,0.008,0.3,17.6,22.8,29.2,13.5,6,152.8,79.7,1.4,11.2,230,21.5,250,125.7,33.66,86,27
강원특별자치도,태백,201910,16,31,0.002,0.03,0.009,0.3,11.5,16.9,23.7,6.5,-1.1,67,23.2,1.4,7.6,360,16,360,118.4,33.92,80,15
강원특별자치도,태백,201911,20,38,0.003,0.029,0.013,0.4,4.8,11.3,18.4,-0.6,-6.5,2.5,1.8,1.2,9,230,18.4,200,140.1,45.68,71,8
강원특별자치도,태백,201912,21,36,0.004,0.032,0.012,0.6,-0.7,4.5,12.2,-5.7,-12.6,79.4,30,1.2,5.5,250,15.8,250,163,54.44,59,9
강원특별자치도,태백,202001,20,33,0.004,0.03,0.012,0.6,-1.3,3.4,12.2,-5.2,-11.2,36.1,23.6,1.2,5.6,340,12.8,340,120.2,39.01,68,11
강원특별자치도,태백,202002,27,34,0.003,0.037,0.012,0.5,-0.6,4.9,13.8,-5.8,-17.1,24.8,15.6,1.2,5.7,230,13.7,270,160.6,51.13,64,11
강원특별자치도,태백,202003,23,36,0.002,0.044,0.01,0.4,4.2,10.6,21.5,-1.9,-8,46.4,23.3,1.6,7.9,250,19.2,230,212.6,57.23,61,6
강원특별자치도,태백,202004,25,40,0.003,0.049,0.008,0.3,6.7,13,23.3,0.7,-5.5,102.4,31.7,1.7,7.4,230,16.5,250,222,56.16,57,11
강원특별자치도,태백,202005,21,32,0.003,0.045,0.006,0.3,14.8,21.3,27.5,9.1,2.1,85.5,49.7,1.6,7.6,70,13.4,320,223.8,50.93,69,11
강원특별자치도,태백,202006,24,35,0.003,0.052,0.006,0.2,20.6,26.8,34.9,15.2,10.2,329.3,79.9,1.5,5.7,50,12,230,207.8,47.2,70,17
강원특별자치도,태백,202007,10,13,0.003,0.028,0.005,0.3,18.9,23.3,29.1,15.4,10.9,293.5,60.7,1.4,6.9,200,14.7,230,122.6,27.4,87,36
강원특별자치도,태백,202008,12,14,0.003,0.025,0.005,0.2,23.3,27.5,32.8,20.1,15.3,494.4,158.5,1.6,8.6,230,18.1,230,122,29.03,84,34
강원특별자치도,태백,202009,11,15,0.003,0.036,0.006,0.5,15.8,20.1,27.3,12.4,5,1.5,1.4,1.8,8.2,230,19.5,230,120,32.23,83,27
강원특별자치도,태백,202010,13,23,0.003,0.033,0.009,0.4,9.8,16.2,21.1,4.6,-0.9,33,31.5,1.2,6.4,20,11.1,340,177.4,50.95,71,15
강원특별자치도,태백,202011,15,25,0.003,0.034,0.011,0.5,5.6,11,18.7,0.7,-5.6,3.8,3.8,1.4,8.9,230,17.5,200,162.3,53.07,57,10
강원특별자치도,태백,202012,14,26,0.003,0.034,0.012,0.8,-2.6,2.2,8.7,-6.9,-14.9,5.6,1.5,1.3,6.3,230,12.1,200,170.8,57.05,50,10
강원특별자치도,태백,202101,12,29,0.003,0.034,0.01,0.6,-4.4,0.4,8.8,-9.4,-18.6,2,1.4,1.5,8,230,16.5,360,155,50.23,57,13
강원특별자치도,태백,202102,16,32,0.003,0.04,0.013,0.4,0.6,6.1,16.8,-4.8,-14.8,99.3,59.7,1.7,6.4,230,14.6,250,170.8,56.26,51,7
강원특별자치도,태백,202103,15,46,0.003,0.04,0.01,0.4,5.3,11.2,18.8,-0.1,-10.3,112,45.4,1.5,6.4,200,12.3,20,181.8,48.96,64,9
강원특별자치도,태백,202104,12,35,0.003,0.047,0.008,0.4,9.3,15.3,23.6,3.6,-3.1,154.5,74.9,1.5,7.5,50,12.1,250,199.2,50.42,58,15
강원특별자치도,태백,202105,12,37,0.002,0.048,0.006,0.3,13.5,18.9,26.6,8.4,3.3,88.1,24.5,1.6,7.7,230,13.7,230,188.1,42.82,66,15
강원특별자치도,태백,202106,12,21,0.002,0.043,0.006,0.3,17.9,23.1,28.3,13.7,9.7,147,41.4,1.3,5.7,200,12.3,230,142.3,32.33,78,21
강원특별자치도,태백,202107,8,13,0.002,0.028,0.005,0.3,22.2,28,32.2,17.4,14.7,324,39.6,1.1,5.1,230,13.5,230,159.2,35.56,82,42
강원특별자치도,태백,202108,8,13,0.002,0.028,0.004,0.2,20.4,25,32.5,17.2,14.1,161.8,75.4,1.2,6,230,12.2,340,70.3,16.73,86,32
강원특별자치도,태백,202109,6,8,0.002,0.03,0.004,0.2,16.6,21.1,27.6,13,8.4,79.8,24.2,1.3,5.8,230,12.5,250,107.4,28.81,86,33
강원특별자치도,태백,202110,8,13,0.003,0.031,0.007,0.3,11,16.9,26.9,6.2,-2.9,31.6,17.4,1,6.1,50,12.1,230,142,40.75,78,13
강원특별자치도,태백,202111,14,27,0.003,0.031,0.01,0.4,4.3,10.2,15.8,-0.8,-7.4,1.7,1.7,1.4,6.7,230,15,250,157.3,51.35,65,9
강원특별자치도,태백,202112,12,23,0.003,0.029,0.01,0.4,-2.2,3,11.7,-7,-16.6,0.1,0.1,1.5,5.5,70,13.9,250,178.9,59.75,58,10
강원특별자치도,태백,202201,13,24,0.004,0.029,0.012,0.5,-4.8,1.3,6.9,-10.5,-16.4,2.8,2,1.1,4.6,230,15,340,182,59.01,55,5
강원특별자치도,태백,202202,14,28,0.003,0.037,0.01,0.4,-4.9,0.9,8.8,-10.1,-16,96.4,30.5,1.4,6.1,230,13.3,320,187.8,61.9,49,8
강원특별자치도,태백,202203,15,36,0.003,0.043,0.008,0.3,3.9,9.9,18.3,-2.1,-9.5,34.2,14.3,1.5,7.6,230,15.5,270,187.9,50.63,61,9
강원특별자치도,태백,202204,12,32,0.002,0.051,0.007,0.3,10.7,16.9,26.2,4.4,-3.3,10.2,4,1.6,6.2,70,12.6,250,225.2,57.04,54,11
강원특별자치도,태백,202205,12,27,0.002,0.055,0.008,0.3,14.9,21.6,28.9,8,-0.5,187.9,83.5,1.5,5.7,230,12.2,230,266.3,60.65,53,14
강원특별자치도,태백,202206,10,17,0.002,0.039,0.006,0.2,18.7,24.2,33.4,14.2,8,156.6,37.2,1.8,7.8,230,17.5,250,161.2,36.62,76,14
강원특별자치도,태백,202207,9,13,0.002,0.027,0.006,0.2,22.4,27.8,33,18.7,14.6,270.2,69,1.1,4.7,70,9.3,200,157.1,35.07,83,31
강원특별자치도,태백,202208,7,11,0.002,0.029,0.006,0.3,21.7,25.8,31.5,18,8.8,190.8,83.4,1.3,6.5,230,13.5,200,111.4,26.49,82,27
강원특별자치도,태백,202209,6,14,0.002,0.028,0.006,0.4,16.2,22.6,29.4,11.2,4.4,69.7,44.7,1.3,7.9,360,16.5,340,147.3,39.48,80,14
강원특별자치도,태백,202210,11,19,0.002,0.023,0.011,0.5,9.5,15.9,26.9,4.4,-2.4,65,16.1,1.1,6.6,250,14.6,250,132.8,38.07,77,9
강원특별자치도,태백,202211,12,25,0.002,0.029,0.011,0.5,5.9,13.3,19.8,-0.3,-9.7,5,2.7,1,6.8,230,14.2,250,156.5,51.06,65,8
강원특별자치도,태백,202212,11,22,0.003,0.03,0.01,0.7,-5.6,-0.4,6.5,-10.2,-17.8,17.2,7.3,1.4,6.5,230,14,320,168.5,56.28,55,11
강원특별자치도,태백,202301,12,29,0.0033,0.0319,0.0105,0.6,-4.4,0.9,12.9,-9.9,-21,6.6,5.4,1.2,5.5,340,12,360,134.2,43.53,56,12
강원특별자치도,태백,202302,16,30,0.0035,0.0349,0.0123,0.59,-1.7,4.3,12.6,-7.1,-12.2,26.3,20,1.2,6.2,70,11.3,250,151.6,50.03,61,9
강원특별자치도,태백,202303,17,51,0.0031,0.0453,0.011,0.49,5.9,12.9,22.5,-0.9,-7,49.1,27.6,1.3,6.7,230,14.7,230,224.2,60.46,52,9
강원특별자치도,태백,202304,15,60,0.0026,0.0473,0.0072,0.29,9.5,15.8,23.7,3,-1.8,130.5,64.6,1.6,9.1,230,17.8,230,199.3,50.55,55,6
강원특별자치도,태백,202305,10,28,0.0021,0.0453,0.0065,0.3,14.5,20.8,29.2,7.7,-1.3,255,73.2,1.4,6.2,360,13.2,340,206,46.92,66,11
강원특별자치도,태백,202306,8,17,0.0021,0.0455,0.0059,0.3,19.4,25.7,32.8,13.8,10.1,267.2,84.8,1.3,6.3,200,13.8,230,239,54.31,72,26
강원특별자치도,태백,202307,5,11,0.002,0.0349,0.0046,0.22,23,28.3,33.3,19,16.1,356.9,182.3,1.4,6.4,230,16.2,230,160.3,35.79,81,25
강원특별자치도,태백,202308,4,7,0.0021,0.0284,0.0053,0.28,22.6,27.7,33.3,19,15.3,228.9,90.7,1.3,7.4,50,11.3,50,141.9,33.72,85,44
강원특별자치도,태백,202309,7,13,0.0021,0.0305,0.0056,0.39,18.2,23.4,28.1,14.3,8.1,16.9,7.7,1.1,5.7,50,11.4,320,129.8,34.76,86,33
강원특별자치도,태백,202310,10,20,0.0023,0.0327,0.0073,0.49,10.3,17.3,21.5,4.3,-1.3,49.5,38.9,1,4.8,70,11.1,230,187.1,53.63,73,19
강원특별자치도,태백,202311,10,20,0.0027,0.0372,0.0089,0.47,4.5,10.1,22.7,-0.9,-10.7,121.7,51.9,1.6,9.9,230,17.4,250,160.5,52.33,56,6
강원특별자치도,태백,202312,12,27,0.0029,0.0333,0.0109,0.55,-1.9,2.7,14.5,-6.9,-17.3,16.1,13.9,1.4,6.9,230,13.2,230,136.7,47.17,66,15
강원특별자치도,태백,202401,12,23,0.0029,0.0344,0.0102,0.52,-3.7,1.3,9.2,-8.3,-18.5,89,25,1.4,5.4,230,12.1,230,132.2,42.91,64,11
강원특별자치도,태백,202402,11,20,0.0027,0.0359,0.0104,0.51,-1.2,3.1,14.6,-5.6,-12.5,47.7,15.1,1.3,7.1,50,13,230,84.1,26.77,80,8
강원특별자치도,홍천,201902,38,59,0.003,0.022,0.022,0.6,-0.1,6.6,13.8,-5.8,-12.5,38.5,17,1,5.3,290,7.8,270,193.4,63.98,59,16
강원특별자치도,홍천,201903,43,64,0.003,0.032,0.018,0.6,5.7,12.8,18.9,-0.8,-5.6,58.1,17,1.3,7.2,290,10.9,290,186,50.2,60,11
강원특별자치도,홍천,201904,17,33,0.003,0.037,0.012,0.5,11.1,18.6,29.6,4.3,-4.4,15,7.5,1.4,6.8,270,10.4,270,197.3,49.96,59,9
강원특별자치도,홍천,201905,21,38,0.003,0.053,0.012,0.5,18.7,27,34.6,10.2,2.7,65.6,34.5,1.5,6.7,270,10.3,290,295.3,67.08,54,9
강원특별자치도,홍천,201906,15,21,0.003,0.043,0.01,0.4,21.9,28.9,33.3,15.9,10.2,198.6,70,1.3,6.3,360,9.3,340,234,52.91,68,17
강원특별자치도,홍천,201907,11,17,0.003,0.031,0.009,0.3,25.3,30.7,36.5,21.1,15.4,215.1,63.5,1.2,5.3,70,9,20,138.1,30.74,74,23
강원특별자치도,홍천,201908,14,23,0.003,0.026,0.009,0.4,26.1,32.2,37.1,21.7,17,136.7,37,1.2,5.5,230,14.1,230,229.9,54.5,76,33
강원특별자치도,홍천,201909,9,20,0.002,0.02,0.009,0.3,21,27.2,32,16.9,11.6,57,22.5,1.1,9.2,230,13.7,200,128.9,34.51,79,26
강원특별자치도,홍천,201910,16,29,0.002,0.016,0.014,0.4,14.1,21.2,27.5,9.1,2.1,56.9,30,0.9,4.7,70,8.6,70,164.4,47.17,78,26
강원특별자치도,홍천,201911,26,43,0.002,0.012,0.017,0.3,5.6,12.9,21.3,0.5,-6.2,9.9,3.5,0.9,5.8,290,9.5,270,160.6,52.59,73,17
강원특별자치도,홍천,201912,36,51,0.003,0.01,0.022,0.6,-0.2,5.1,12.5,-4.5,-12.5,61.1,53.5,0.9,6.2,270,9.6,270,132.3,44.29,72,12
강원특별자치도,홍천,202001,34,50,0.003,0.013,0.022,0.6,-0.2,6.1,12.2,-4.8,-10.4,45,21,0.9,5.1,250,8.9,250,159.8,52.12,70,23
강원특별자치도,홍천,202002,32,47,0.002,0.021,0.017,0.6,1.2,7.7,16.8,-4.1,-14.4,17,11.5,1.1,5.9,290,9.6,320,171.3,54.68,67,18
강원특별자치도,홍천,202003,28,48,0.002,0.029,0.015,0.5,6.8,14.5,23.5,-0.5,-5.9,14.2,10,1.4,6.8,250,11.8,270,238.6,64.23,56,12
강원특별자치도,홍천,202004,23,48,0.002,0.038,0.012,0.4,10.1,17.8,24.8,2.5,-2.8,105,39.1,1.7,6.9,270,14.1,270,254.3,64.23,51,10
강원특별자치도,홍천,202005,17,32,0.002,0.033,0.009,0.3,17.2,23.6,29.8,11.6,6.3,90.1,36.4,1.2,6.6,110,13.1,290,185.1,41.98,70,9
강원특별자치도,홍천,202006,21,37,0.004,0.046,0.009,0.4,23.2,29.3,35.7,17.9,12.3,213.9,61.6,1.3,5.6,20,12,360,213.1,48.18,68,23
강원특별자치도,홍천,202007,8,18,0.004,0.029,0.007,0.4,22.8,27.9,32.7,18.9,16.2,744.8,136.8,1.1,6,70,13,50,130,28.97,78,30
강원특별자치도,홍천,202008,10,19,0.004,0.022,0.008,0.4,25.5,29.8,35.5,22.6,19.3,136.3,37.9,1.1,5.4,200,13.3,230,88.4,20.99,85,45
강원특별자치도,홍천,202009,8,21,0.003,0.025,0.009,0.4,18.9,24.7,30.2,14.6,8.7,1.7,1.6,1.2,7.8,250,14,250,141.9,38.08,79,27
강원특별자치도,홍천,202010,15,34,0.003,0.019,0.013,0.4,11.2,19.2,23.6,5.3,-1.3,50.6,38.3,0.9,5.5,290,10.1,270,196.8,56.63,73,18
강원특별자치도,홍천,202011,23,35,0.003,0.015,0.018,0.5,5.6,12.3,20.8,0.4,-7.3,6.1,4.6,1,7.1,290,13.1,290,157.4,51.64,68,8
강원특별자치도,홍천,202012,33,49,0.004,0.012,0.023,0.7,-3.3,3.2,10.4,-8.3,-18.2,16,4.9,0.9,5.3,270,10.5,270,168.8,56.55,66,20
강원특별자치도,홍천,202101,25,45,0.003,0.017,0.019,0.6,-4.8,1.4,12.6,-10.6,-21.5,4.3,1.8,1,9,290,19.6,290,164.4,53.55,66,19
강원특별자치도,홍천,202102,24,47,0.004,0.026,0.018,0.5,1.1,8.2,20.1,-5,-12.7,111.1,82.7,1.3,6.5,320,12.6,290,195.8,64.66,55,7
강원특별자치도,홍천,202103,20,54,0.003,0.032,0.016,0.4,7.4,14.6,23.2,1.2,-5,100.1,47.8,1.2,5.9,290,11.8,290,201.1,54.18,64,8
